date,sb_us_4f,asrs_us_factors,asrs_eafe_factors,sb_us_6f,sb_eafe_4f,sb_eafe_6f,eafe_total_return,spx_total_return,msci_usa_lc_total_return,msci_usa_imi_total_return
9/30/2013,0.034159,,,0.032546,0.067999,0.069334,0.074158496,0.031358286,0.030274726,0.036845546
10/31/2013,0.04116,,,0.044143,0.036702,0.037495,0.033641436,0.045967242,0.046915006,0.042568876
11/29/2013,0.018233,,,0.023138,-0.001604,0.000724,0.007827809,0.030473951,0.03165199,0.028824077
12/31/2013,0.024108,,,0.022184,0.016545,0.016164,0.015119653,0.025317591,0.025797157,0.026468542
1/31/2014,-0.020778,,,-0.031504,-0.024177,-0.024756,-0.040180829,-0.034576048,-0.035341079,-0.03183976
2/28/2014,0.056335,,,0.056571,0.05543,0.057185,0.05585441,0.045745794,0.044116703,0.047465113
3/31/2014,0.005006,,,0.005801,-0.002951,-0.001914,-0.005657116,0.008403587,0.008841967,0.005186342
4/30/2014,0.000503,,,0.002728,0.009242,0.012717,0.015290414,0.007391476,0.008791806,0.001336085
5/30/2014,0.02553,,,0.022713,0.019705,0.021964,0.01756246,0.023476236,0.023228217,0.021974943
6/30/2014,0.023616,,,0.018576,0.018026,0.019627,0.009949704,0.020656325,0.01965086,0.025753796
7/31/2014,-0.023205,,,-0.023675,-0.017697,-0.016482,-0.019608614,-0.013791531,-0.011409062,-0.019405011
8/29/2014,0.044193,,,0.043436,0.002854,0.00443,-0.001451881,0.040006394,0.038851033,0.041801891
9/30/2014,-0.023963,,,-0.014654,-0.045135,-0.044726,-0.038072135,-0.014022847,-0.011916395,-0.020925021
10/31/2014,0.034836,,,0.038749,-0.010517,-0.008899,-0.014487584,0.024424803,0.022333314,0.02725049
11/28/2014,0.030471,,,0.039727,0.012825,0.015568,0.013722224,0.026894095,0.027247577,0.023962444
12/31/2014,0.002145,,,0.010658,-0.017301,-0.016912,-0.034378461,-0.002519212,-0.003682947,-0.000581844
1/30/2015,-0.011542,,,-0.012811,0.006977,0.017151,0.004976962,-0.030020374,-0.029391861,-0.027635822
2/27/2015,0.04412,,,0.047642,0.051112,0.050366,0.059892791,0.057473716,0.058020498,0.058774796
3/31/2015,-0.002368,,,-0.004173,-0.01315,-0.010583,-0.014281407,-0.015815664,-0.017562171,-0.010646915
4/30/2015,-0.005175,,,-0.010026,0.049082,0.040098,0.041633733,0.009594589,0.01142838,0.005362317
5/29/2015,0.017095,,,0.023142,-0.008919,-0.006498,-0.003970496,0.012858623,0.013671696,0.014341236
6/30/2015,-0.023275,,,-0.021326,-0.023983,-0.022811,-0.028048317,-0.019359166,-0.018830927,-0.016984179
7/31/2015,0.020196,,,0.019775,0.018102,0.022907,0.020807052,0.020952081,0.02225562,0.016360886
8/31/2015,-0.048389,,,-0.049348,-0.054639,-0.055249,-0.073457244,-0.060334206,-0.062277386,-0.060378287
9/30/2015,-0.019906,,,-0.014581,-0.031459,-0.033062,-0.050415831,-0.024743563,-0.024090506,-0.029258364
10/30/2015,0.059632,,,0.064967,0.066877,0.069487,0.078230967,0.084354527,0.085583982,0.079007302
11/30/2015,0.002749,,,-0.000028,-0.009166,-0.006689,-0.015438644,0.002973138,0.00323175,0.005809116
12/31/2015,-0.012646,,,-0.007338,-0.004635,-0.007443,-0.013290109,-0.015771961,-0.014621279,-0.020331593
1/29/2016,-0.04872,,,-0.039753,-0.055317,-0.050983,-0.072220224,-0.049623194,-0.049253749,-0.056473444
2/29/2016,0.010283,,,0.009288,-0.000893,-0.001294,-0.017972608,-0.001349134,-0.004700985,-0.000762161
3/31/2016,0.067255,,,0.066634,0.068596,0.070893,0.065940269,0.067837312,0.065848831,0.070663235
4/29/2016,0.003169,,,0.001287,0.024471,0.022281,0.030045811,0.003878021,0.003985868,0.006590924
5/31/2016,0.016833,,,0.017363,-0.005835,-0.003066,-0.007836055,0.017957219,0.018503772,0.018579291
6/30/2016,0.015781,,,0.017271,-0.030444,-0.02307,-0.033151085,0.002592251,0.003602485,0.002368085
7/29/2016,0.026497,,,0.022302,0.047222,0.044025,0.050761653,0.036868008,0.036264247,0.039809256
8/31/2016,-0.006813,,,-0.008143,-0.008027,-0.007767,0.00083871,0.001404785,0.00210499,0.002516366
9/30/2016,-0.002884,,,-0.004139,0.018995,0.022306,0.012736312,0.00018688,0.00052686,0.001727461
10/31/2016,-0.019345,,,-0.019411,-0.032451,-0.032093,-0.020383635,-0.018240453,-0.017590724,-0.022002251
11/30/2016,0.029694,,,0.032533,-0.02972,-0.028891,-0.019797125,0.037035115,0.032880229,0.043475927
12/30/2016,0.017586,,,0.016347,0.025982,0.026923,0.034383274,0.019765333,0.02145908,0.019080222
1/31/2017,0.019938,,,0.015213,0.030077,0.027862,0.029063736,0.018966218,0.019260473,0.019837841
2/28/2017,0.036526,,,0.041925,0.01419,0.014264,0.014459155,0.039708152,0.040738198,0.037146003
3/31/2017,-0.002559,,,-0.000223,0.026226,0.026061,0.028673287,0.00116481,0.00212189,0.001167939
4/28/2017,0.010701,,,0.013159,0.032208,0.030946,0.026184566,0.010270569,0.011192698,0.01058991
5/31/2017,0.015919,,,0.019757,0.043552,0.045662,0.03807349,0.014072526,0.015043531,0.010134561
6/30/2017,0.009273,,,0.00491,-0.000667,-0.000657,-0.001487849,0.006241746,0.005182622,0.008768102
7/31/2017,0.014961,,,0.013389,0.033361,0.034072,0.028898527,0.020562761,0.021284705,0.019418012
8/31/2017,-0.003065,-0.00305779,,-0.004139,0.008149,0.010235,-0.000238741,0.003062062,0.004921249,0.001902714
9/29/2017,0.017975,0.01803383,,0.020277,0.019305,0.019904,0.025286732,0.020627748,0.019717622,0.024136657
10/31/2017,0.018024,0.01808316,,0.015997,0.017898,0.018326,0.015268795,0.02333484,0.02414314,0.02187763
11/30/2017,0.037568,0.03762015,,0.042728,0.013712,0.011912,0.01062414,0.030669548,0.028997013,0.03019562
12/29/2017,0.004011,0.00405291,,0.006825,0.018424,0.01945,0.016247406,0.011118353,0.011060396,0.010016833
1/31/2018,0.043971,0.04404667,,0.04324,0.044522,0.043299,0.050214053,0.057253739,0.059264761,0.053447314
2/28/2018,-0.035656,-0.03560188,,-0.042876,-0.04271,-0.040971,-0.044985625,-0.03685579,-0.035924713,-0.037181915
3/30/2018,-0.004294,-0.00440741,,-0.009471,-0.011051,-0.009354,-0.017046969,-0.025414038,-0.028577177,-0.020065812
4/30/2018,0.003859,0.00385753,,0.008196,0.021181,0.02262,0.023912906,0.003837091,0.004914886,0.00406265
5/31/2018,0.011402,0.01179221,,0.005768,-0.014969,-0.010224,-0.021124756,0.024082233,0.025099681,0.028284021
6/29/2018,0.006466,0.00628273,-0.01779011,0.010291,-0.017346,-0.017801,-0.011917462,0.006154454,0.006513751,0.006971034
7/31/2018,0.035272,0.03544726,0.01682775,0.035345,0.01677,0.017758,0.024683452,0.037214787,0.037841414,0.033463185
8/31/2018,0.017164,0.01722597,-0.01542291,0.021799,-0.015397,-0.013829,-0.019187455,0.032584019,0.034080676,0.034547857
9/28/2018,0.000873,0.0009049,0.00820839,0.005071,0.008172,0.006869,0.009108092,0.00569205,0.006381081,0.001510883
10/31/2018,-0.064522,-0.06378574,-0.08364108,-0.061279,-0.083477,-0.080852,-0.079522051,-0.068350042,-0.066167627,-0.073533712
11/30/2018,0.022957,0.0238357,-0.00253424,0.02174,-0.002612,-0.002395,-0.001118649,0.020378099,0.019209735,0.019392982
12/31/2018,-0.093669,-0.09406272,-0.04770049,-0.087794,-0.047327,-0.044787,-0.048329977,-0.090289857,-0.088925928,-0.092837685
1/31/2019,0.08617,0.08615614,0.07091272,0.078951,0.07093,0.070493,0.065873192,0.080134906,0.07827853,0.086421641
2/28/2019,0.034829,0.03479094,0.01757149,0.036427,0.017513,0.017446,0.025608628,0.032108447,0.032046113,0.035343142
3/29/2019,0.010837,0.01091191,0.00525868,0.01173,0.005323,0.005979,0.007397272,0.019431332,0.020004591,0.014938402
4/30/2019,0.033436,0.03349005,0.01800771,0.029081,0.017745,0.018003,0.02909456,0.040489296,0.040306419,0.039390285
5/31/2019,-0.050126,-0.05021531,-0.0439802,-0.049085,-0.043663,-0.045776,-0.046598269,-0.063548028,-0.063778725,-0.064569119
6/28/2019,0.063684,0.0635926,0.04918548,0.062521,0.049311,0.053157,0.059650227,0.070476712,0.070218886,0.070002565
7/31/2019,0.013694,0.01357127,-0.01418854,0.015181,-0.014074,-0.013577,-0.012588107,0.014373122,0.015906828,0.015215834
8/30/2019,-0.012519,-0.01242776,-0.01983922,-0.005926,-0.019795,-0.020159,-0.025772149,-0.015841366,-0.015402728,-0.020227497
9/30/2019,0.024704,0.02465146,0.03048774,0.024231,0.030639,0.031115,0.029154413,0.018710698,0.016824742,0.017759561
10/31/2019,0.003346,0.0034056,0.03491929,0.002532,0.034924,0.032038,0.036030243,0.021658992,0.023258767,0.021331597
11/29/2019,0.025324,0.0253611,0.01241799,0.023515,0.012509,0.012442,0.011424425,0.036299039,0.037859634,0.037891695
12/31/2019,0.027367,0.02742009,0.0310176,0.025767,0.031261,0.028821,0.03266532,0.030182848,0.031237793,0.028976355
1/31/2020,-0.001623,-0.00164629,-0.01568889,-0.004698,-0.01584,-0.016787,-0.02079946,-0.000392153,0.0026141,-0.001217759
2/28/2020,-0.089516,-0.08981259,-0.09042392,-0.088914,-0.090268,-0.090535,-0.090258489,-0.08231873,-0.080350476,-0.08215031
3/31/2020,-0.163712,-0.15523956,-0.15406718,-0.15506,-0.157164,-0.154374,-0.132459965,-0.123513531,-0.116745708,-0.137625504
